split_type,cell_line,model,full_combination,ablated_environment,reduced_combination,r2_full,r2_reduced,delta_r2_ablation,delta_rmse_ablation,n_paired,status,warning
all,hct116,mlp,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0818545660704419,0.0759511952339924,-0.005903370836449512,0.0005281356260788961,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0803337892349449,0.0759511952339924,-0.0043825940009525055,0.0003919197971131161,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0847494497504959,0.0893868957446344,0.004637445994138498,-0.00041673271426781455,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_dnase_rrbs,dnase,sequence_rrbs,0.0880762185062257,0.0893868957446344,0.0013106772384087056,-0.00011788815571089906,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0803337892349449,0.0893868957446344,0.009053106509689504,-0.0008125551057732994,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0763097219796454,0.071475392776378,-0.004834329203267401,0.0004313238343448822,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.076900269566672,0.071475392776378,-0.005424876790293992,0.0004840903841175914,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0763097219796454,0.0834869685215001,0.007177246541854698,-0.0006424485276020075,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0771321444196667,0.0834869685215001,0.006354824101833398,-0.0005689589042804921,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.076900269566672,0.0847494497504959,0.007849180183823912,-0.0007029488209862877,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0771321444196667,0.0847494497504959,0.007617305330829202,-0.0006822257474374815,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0763097219796454,0.0818545660704419,0.005544844090796502,-0.0004961088082192922,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0712693073860917,0.0818545660704419,0.010585258684350202,-0.0009457948104511782,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.076900269566672,0.0880762185062257,0.011175948939553704,-0.0010017933795432032,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0712693073860917,0.0880762185062257,0.016806911120133994,-0.0015042459315477985,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0771321444196667,0.0803337892349449,0.0032016448152781957,-0.00028640335593199673,1,ok,CI_UNAVAILABLE
all,hct116,mlp,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0712693073860917,0.0803337892349449,0.009064481848853195,-0.0008095789814853982,1,ok,CI_UNAVAILABLE
all,hct116,mlp,all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0744470329490998,0.0763097219796454,0.0018626890305456084,-0.00016632439135988442,1,ok,CI_UNAVAILABLE
all,hct116,mlp,all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0744470329490998,0.076900269566672,0.0024532366175721992,-0.00021909094113259364,1,ok,CI_UNAVAILABLE
all,hct116,mlp,all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0744470329490998,0.0771321444196667,0.002685111470566909,-0.00023981401468139985,1,ok,CI_UNAVAILABLE
all,hct116,mlp,all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0744470329490998,0.0712693073860917,-0.003177725563008091,0.0002833616108720016,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf,ctcf,sequence,0.0919445487102635,0.0979979931435277,0.0060534444332641935,-0.000546348227029203,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase,dnase,sequence,0.0969435721432999,0.0979979931435277,0.0010544210002277898,-9.529738505639762e-05,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_h3k4me3,h3k4me3,sequence,0.0737127056051445,0.0979979931435277,0.024285287538383202,-0.0021809359997146116,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_rrbs,rrbs,sequence,0.0931943049499153,0.0979979931435277,0.00480368819361239,-0.00043370211952831195,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase,dnase,sequence_ctcf,0.0824609173423651,0.0919445487102635,0.009483631367898399,-0.0008522882819267108,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0733090863095846,0.0919445487102635,0.018635462400678898,-0.0016705916537222976,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0826742061606226,0.0919445487102635,0.009270342549640903,-0.0008331686909882063,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase,ctcf,sequence_dnase,0.0824609173423651,0.0969435721432999,0.014482654800934802,-0.0013033391238995162,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0884623750681258,0.0969435721432999,0.008481197075174099,-0.0007645064442027005,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_rrbs,rrbs,sequence_dnase,0.088904569784839,0.0969435721432999,0.008039002358460903,-0.0007247345310226194,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0733090863095846,0.0737127056051445,0.00040361929555988996,-3.600388103688901e-05,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0884623750681258,0.0737127056051445,-0.014749669462981313,0.0013211321704555135,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0778576236351911,0.0737127056051445,-0.0041449180300466015,0.0003701922351116993,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0826742061606226,0.0931943049499153,0.010520098789292706,-0.0009458147984890974,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_rrbs,dnase,sequence_rrbs,0.088904569784839,0.0931943049499153,0.004289735165076303,-0.0003863297965507051,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0778576236351911,0.0931943049499153,0.01533668131472421,-0.0013770416450746004,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0675152122068568,0.0824609173423651,0.014945705135508303,-0.001334270358830103,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0809466103596026,0.0824609173423651,0.0015143069827625033,-0.0001356813366104881,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0675152122068568,0.0733090863095846,0.005793874102727803,-0.0005159669870345163,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0812256311379198,0.0733090863095846,-0.00791654482833519,0.0007076137867464971,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0809466103596026,0.0826742061606226,0.0017275958010199988,-0.00015480092754899255,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0812256311379198,0.0826742061606226,0.0014485750227028055,-0.00012980917598759412,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0675152122068568,0.0884623750681258,0.020947162861269006,-0.0018731030385269187,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0739345851275097,0.0884623750681258,0.014527789940616112,-0.0013013366040807994,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0809466103596026,0.088904569784839,0.007957959425236402,-0.0007142859294873849,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0739345851275097,0.088904569784839,0.014969984657329308,-0.0013411085172608805,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0812256311379198,0.0778576236351911,-0.003368007502728698,0.0003014176705979088,1,ok,CI_UNAVAILABLE
all,hct116,transformer,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0739345851275097,0.0778576236351911,0.003923038507681401,-0.00035039666873698527,1,ok,CI_UNAVAILABLE
all,hct116,transformer,all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0728029557182738,0.0675152122068568,-0.0052877435114170035,0.0004708299131883087,1,ok,CI_UNAVAILABLE
all,hct116,transformer,all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0728029557182738,0.0809466103596026,0.008143654641328796,-0.0007277591090313063,1,ok,CI_UNAVAILABLE
all,hct116,transformer,all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0728029557182738,0.0812256311379198,0.008422675419645989,-0.0007527508605927047,1,ok,CI_UNAVAILABLE
all,hct116,transformer,all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0728029557182738,0.0739345851275097,0.0011316294092358903,-0.00010093652125781061,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf,ctcf,sequence,0.0914409686459245,0.1022686684281923,0.010827699782267788,-0.0009782659223896983,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase,dnase,sequence,0.1025891155781539,0.1022686684281923,-0.0003204471499616002,2.9041532916079804e-05,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_h3k4me3,h3k4me3,sequence,0.1000462096686366,0.1022686684281923,0.0022224587595556927,-0.00020127485992441074,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_rrbs,rrbs,sequence,0.0923145441162832,0.1022686684281923,0.00995412431190909,-0.0008995566604488026,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase,dnase,sequence_ctcf,0.0931545012472472,0.0914409686459245,-0.0017135326013226898,0.00015442523250500106,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,0.0944257233814463,0.0914409686459245,-0.0029847547355217885,0.000269083302732398,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_rrbs,rrbs,sequence_ctcf,0.0852403696926645,0.0914409686459245,0.00620059895326,-0.0005575907149956982,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase,ctcf,sequence_dnase,0.0931545012472472,0.1025891155781539,0.009434614330906699,-0.0008528822228007771,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,0.0926246479211431,0.1025891155781539,0.009964467657010798,-0.0009006486923918977,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_rrbs,rrbs,sequence_dnase,0.1034233992499622,0.1025891155781539,-0.0008342836718083085,7.563391869599978e-05,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,0.0944257233814463,0.1000462096686366,0.005620486287190307,-0.0005079077597328896,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,0.0926246479211431,0.1000462096686366,0.007421561747493505,-0.0006703322995514072,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,0.0932195851893288,0.1000462096686366,0.006826624479307805,-0.0006166975267543895,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_rrbs,ctcf,sequence_rrbs,0.0852403696926645,0.0923145441162832,0.007074174423618698,-0.000636299976936594,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_rrbs,dnase,sequence_rrbs,0.1034233992499622,0.0923145441162832,-0.011108855133679,0.0010042321120608821,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,0.0932195851893288,0.0923145441162832,-0.0009050410730455927,8.158427377000232e-05,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,0.0964582501093831,0.0931545012472472,-0.0033037488621358996,0.00029814945350128963,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,0.0836298286109838,0.0931545012472472,0.009524672636263401,-0.0008565349100145003,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,0.0964582501093831,0.0944257233814463,-0.002032526727936801,0.0001834913832738927,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,0.0956582190784404,0.0944257233814463,-0.0012324956969941014,0.00011124199571180271,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,0.0836298286109838,0.0852403696926645,0.0016105410816807109,-0.00014451896251380103,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,0.0956582190784404,0.0852403696926645,-0.01041784938577589,0.0009379160134398989,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,0.0964582501093831,0.0926246479211431,-0.0038336021882399984,0.00034591592309241026,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,0.0930745782337196,0.0926246479211431,-0.0004499303125765075,4.056048739450868e-05,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,0.0836298286109838,0.1034233992499622,0.01979357063897841,-0.0017850510515112772,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,0.0930745782337196,0.1034233992499622,0.010348821016242599,-0.0009357221236933888,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,0.0956582190784404,0.0932195851893288,-0.0024386338891115994,0.0002200317627333026,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,0.0930745782337196,0.0932195851893288,0.00014500695560919208,-1.307428540250899e-05,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,all,rrbs,sequence_ctcf_dnase_h3k4me3,0.0913533655602405,0.0964582501093831,0.0051048845491425965,-0.0004604656473181923,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,all,h3k4me3,sequence_ctcf_dnase_rrbs,0.0913533655602405,0.0836298286109838,-0.007723536949256704,0.0006942187161975977,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,all,dnase,sequence_ctcf_h3k4me3_rrbs,0.0913533655602405,0.0956582190784404,0.004304853518199897,-0.0003882162597561023,1,ok,CI_UNAVAILABLE
all,hct116,xgboost,all,ctcf,sequence_dnase_h3k4me3_rrbs,0.0913533655602405,0.0930745782337196,0.0017212126734791056,-0.0001551102116202907,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf,ctcf,sequence,-0.2395336460300405,-0.2381842405840446,0.001349405445995877,-7.261901188990172e-05,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase,dnase,sequence,-0.2694505381413754,-0.2381842405840446,0.03126629755733076,-0.0016725786278403987,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_h3k4me3,h3k4me3,sequence,-0.274911934512086,-0.2381842405840446,0.0367276939280414,-0.001962612182524498,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_rrbs,rrbs,sequence,-0.3047133491188922,-0.2381842405840446,0.06652910853484759,-0.0035344205678775054,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase,dnase,sequence_ctcf,-0.262964602856248,-0.2395336460300405,0.023430956826207522,-0.0012547051499391948,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,-0.2987209112122722,-0.2395336460300405,0.05918726518223169,-0.003147197504676208,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,-0.2687464278963787,-0.2395336460300405,0.029212781866338217,-0.0015625216887092952,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase,ctcf,sequence_dnase,-0.262964602856248,-0.2694505381413754,-0.006485935285127364,0.00034525446601130216,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,-0.2232029039374494,-0.2694505381413754,-0.04624763420392597,0.002481481539976488,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_rrbs,rrbs,sequence_dnase,-0.3203181304580267,-0.2694505381413754,0.05086759231665133,-0.002677721657130011,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,-0.2987209112122722,-0.274911934512086,0.02380897670018617,-0.0012572043340416117,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,-0.2232029039374494,-0.274911934512086,-0.051709030574636605,0.002771515094660587,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.2605706137912371,-0.274911934512086,-0.014341320720848927,0.0007629469844787906,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,-0.2687464278963787,-0.3047133491188922,-0.03596692122251349,0.0018992798672783084,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_rrbs,dnase,sequence_rrbs,-0.3203181304580267,-0.3047133491188922,0.01560478133913451,-0.0008158797170929044,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.2605706137912371,-0.3047133491188922,-0.044142735327655114,0.002334755369831798,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,-0.2309741852895437,-0.262964602856248,-0.031990417566704316,0.0017160096881367881,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_rrbs,rrbs,sequence_ctcf_dnase,-0.2870477998209841,-0.262964602856248,0.024083196964736098,-0.0012775609307218994,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_h3k4me3,dnase,sequence_ctcf_h3k4me3,-0.2309741852895437,-0.2987209112122722,-0.06774672592272848,0.0036085020428738013,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,rrbs,sequence_ctcf_h3k4me3,-0.2430628954334155,-0.2987209112122722,-0.05565801577885668,0.0029574556351942005,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_rrbs,dnase,sequence_ctcf_rrbs,-0.2870477998209841,-0.2687464278963787,0.018301371924605403,-0.000969744391951799,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,h3k4me3,sequence_ctcf_rrbs,-0.2430628954334155,-0.2687464278963787,-0.025683532462963204,0.0013727798192272878,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_h3k4me3,ctcf,sequence_dnase_h3k4me3,-0.2309741852895437,-0.2232029039374494,0.007771281352094289,-0.0004202173858283975,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_h3k4me3_rrbs,rrbs,sequence_dnase_h3k4me3,-0.32385331692961,-0.2232029039374494,0.1006504129921606,-0.005343365783932602,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_dnase_rrbs,ctcf,sequence_dnase_rrbs,-0.2870477998209841,-0.3203181304580267,-0.0332703306370426,0.001745415192419414,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_h3k4me3_rrbs,h3k4me3,sequence_dnase_rrbs,-0.32385331692961,-0.3203181304580267,0.003535186471583296,-0.0001841625868261032,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_ctcf_h3k4me3_rrbs,ctcf,sequence_h3k4me3_rrbs,-0.2430628954334155,-0.2605706137912371,-0.017507718357821583,0.0009373043166737982,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),sequence_dnase_h3k4me3_rrbs,dnase,sequence_h3k4me3_rrbs,-0.32385331692961,-0.2605706137912371,0.06328270313837292,-0.0033347976737508056,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),all,rrbs,sequence_ctcf_dnase_h3k4me3,-0.2179755706564354,-0.2309741852895437,-0.01299861463310828,0.0007036269237891135,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),all,h3k4me3,sequence_ctcf_dnase_rrbs,-0.2179755706564354,-0.2870477998209841,-0.06907222916454869,0.003697197542647801,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),all,dnase,sequence_ctcf_h3k4me3_rrbs,-0.2179755706564354,-0.2430628954334155,-0.025087324776980086,0.0013546733314687143,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(3|3),all,ctcf,sequence_dnase_h3k4me3_rrbs,-0.2179755706564354,-0.32385331692961,-0.10587774627317459,0.005626775321893318,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf,ctcf,sequence,-0.3356480434985791,-0.3673019148398373,-0.031653871341258244,0.0016309816101147956,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_dnase,dnase,sequence,-0.3821253034025123,-0.3673019148398373,0.014823388562674955,-0.0007572891692766981,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_h3k4me3,h3k4me3,sequence,-0.3676727256837544,-0.3673019148398373,0.00037081084391710206,-1.8993699546221432e-05,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_rrbs,rrbs,sequence,-0.4058134902024504,-0.3673019148398373,0.03851157536261307,-0.0019590772973302195,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_dnase,dnase,sequence_ctcf,-0.3209298330146375,-0.3356480434985791,-0.014718210483941563,0.0007649432005150947,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_h3k4me3,h3k4me3,sequence_ctcf,-0.3204605590652198,-0.3356480434985791,-0.015187484433359266,0.0007894024957678936,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_rrbs,rrbs,sequence_ctcf,-0.3981426361952374,-0.3356480434985791,0.0624945926966583,-0.003202004781660911,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_dnase,ctcf,sequence_dnase,-0.3209298330146375,-0.3821253034025123,-0.06119547038787476,0.0031532139799065884,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_dnase_h3k4me3,h3k4me3,sequence_dnase,-0.3440350541892378,-0.3821253034025123,-0.038090249213274474,0.0019542607170729975,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_dnase_rrbs,rrbs,sequence_dnase,-0.3262697903436133,-0.3821253034025123,-0.055855513058898965,0.002875192436486179,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_h3k4me3,ctcf,sequence_h3k4me3,-0.3204605590652198,-0.3676727256837544,-0.04721216661853461,0.0024393778054289106,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_dnase_h3k4me3,dnase,sequence_h3k4me3,-0.3440350541892378,-0.3676727256837544,-0.02363767149451662,0.0012159652473425209,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_h3k4me3_rrbs,rrbs,sequence_h3k4me3,-0.3788577673690081,-0.3676727256837544,0.011185041685253694,-0.0005717156536158841,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_rrbs,ctcf,sequence_rrbs,-0.3981426361952374,-0.4058134902024504,-0.007670854007213013,0.00038805412578410414,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_dnase_rrbs,dnase,sequence_rrbs,-0.3262697903436133,-0.4058134902024504,-0.07954369985883708,0.004076980564539701,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_h3k4me3_rrbs,h3k4me3,sequence_rrbs,-0.3788577673690081,-0.4058134902024504,-0.026955722833442275,0.001368367944168114,1,ok,CI_UNAVAILABLE
all,hek293t,cnn(5|3),sequence_ctcf_dnase_h3k4me3,h3k4me3,sequence_ctcf_dnase,-0.4173102473211334,-0.3209298330146375,0.09638041430649591,-0.004934624411573191,1,ok,CI_UNAVAILABLE
