model,split_type,cell_line,environment,random_seed,n_train,n_valid,n_test,R2,MAE,RMSE,Pearson,Spearman,MSE,source_table,run_name
cnn(5|3),single,hl60,sequence_h3k4me3,42,1453,311,312,0.0277592789888915,0.0875343516863022,0.110109093098096,0.2753822848371889,0.2840676782100408,0.0121240123828851,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_h3k4me3_kernel_5
cnn(7|3),single,hct116,sequence_h3k4me3,42,2968,635,636,0.1268616457105033,0.1314924376117616,0.1684562491775642,0.369466711890973,0.3357917097162116,0.0283775078869736,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_h3k4me3_kernel_7
cnn(7|3),single,hek293t,sequence_h3k4me3,42,1633,345,355,-0.0457830810168309,0.0977315719383703,0.1228098161957914,0.2185335878269843,0.1763618465698016,0.015082250954044,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_h3k4me3_kernel_7
cnn(7|3),single,hela,sequence_h3k4me3,42,5669,1215,1217,0.0918933139341439,0.1373328602609587,0.1777696644935671,0.3179409296854579,0.3110421101875725,0.0316020536141554,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_h3k4me3_kernel_7
cnn(7|3),single,hl60,sequence_h3k4me3,42,1453,311,312,0.0649756904027599,0.0813158315737755,0.1079810965052042,0.3391791963263089,0.3623862961976642,0.0116599172024662,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_h3k4me3_kernel_7
transformer,single,hct116,sequence_h3k4me3,42,2968,635,636,0.1291835327289376,0.1339557550235434,0.1682321170258836,0.3679655591092108,0.356897948419004,0.0283020451990105,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_sequence_h3k4me3
transformer,single,hek293t,sequence_h3k4me3,42,1633,345,355,-0.0204490928853329,0.1019748928366412,0.1213131689797999,0.0895570863972469,0.0206324228404799,0.0147168849679214,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_sequence_h3k4me3
transformer,single,hela,sequence_h3k4me3,42,5669,1215,1217,0.0871390100650405,0.1389237623982448,0.1782344048706435,0.3071761848180669,0.3190461142750715,0.0317675030795924,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_sequence_h3k4me3
transformer,single,hl60,sequence_h3k4me3,42,1453,311,312,0.1438999019487821,0.0780681035756014,0.1033233682970151,0.4010307425974111,0.4485980976072714,0.0106757184362406,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_sequence_h3k4me3
linear,single,hct116,sequence_rrbs,42,2968,635,636,0.1299142374265061,0.1339497630463901,0.1681615201774366,0.3606982394502335,0.3357000123995772,0.0282782968683864,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_linear_sequence_rrbs
linear,single,hek293t,sequence_rrbs,42,1633,345,355,-0.0197152665900723,0.1008250653848681,0.1212695417159437,0.1052333598567488,0.0838771602872063,0.014706301747995,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_linear_sequence_rrbs
linear,single,hela,sequence_rrbs,42,5669,1215,1217,0.0859122023507527,0.1403481506955327,0.1783541306173233,0.2976721047210406,0.2994866352535831,0.0318101959082612,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_linear_sequence_rrbs
linear,single,hl60,sequence_rrbs,42,1453,311,312,0.1436138495658894,0.0796174059371249,0.1033406287945201,0.387634668875489,0.4194157468167883,0.0106792855596468,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_linear_sequence_rrbs
xgboost,single,hct116,sequence_rrbs,42,2968,635,636,0.1439091135933405,0.1334169157268186,0.1668036426357624,0.3808003551510228,0.3648002781572302,0.0278234551965591,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_xgboost_sequence_rrbs
xgboost,single,hek293t,sequence_rrbs,42,1633,345,355,0.044806695998697,0.0971079967916011,0.1173702177614159,0.2154626278849814,0.150433049640444,0.0137757680173622,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_xgboost_sequence_rrbs
xgboost,single,hela,sequence_rrbs,42,5669,1215,1217,0.0960221794571578,0.1393273165670708,0.1773650736827445,0.3112772394211526,0.3171932213568552,0.0314583693624854,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_xgboost_sequence_rrbs
xgboost,single,hl60,sequence_rrbs,42,1453,311,312,0.1394928218081149,0.0783091459530763,0.1035889738286486,0.3749609452316956,0.4142777442809289,0.0107306754988724,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_xgboost_sequence_rrbs
mlp,single,hct116,sequence_rrbs,42,2968,635,636,0.1240710821288689,0.1328243050861916,0.168725228812206,0.3582821405198648,0.3454312393887748,0.0284682028377312,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_mlp_sequence_rrbs
mlp,single,hek293t,sequence_rrbs,42,1633,345,355,-0.0029248721884707,0.1003792463159057,0.1202669996465666,0.0963861487513554,0.07295780012392,0.0144641512039872,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_mlp_sequence_rrbs
mlp,single,hela,sequence_rrbs,42,5669,1215,1217,0.0776507317552505,0.1381412177799729,0.1791582946661409,0.2912321186673424,0.3010923446782141,0.0320976945476798,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_mlp_sequence_rrbs
mlp,single,hl60,sequence_rrbs,42,1453,311,312,0.1641901575134629,0.0783274358389182,0.1020916029317212,0.4064923734132014,0.4357450537710032,0.0104226953891682,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_mlp_sequence_rrbs
cnn(3|3),single,hct116,sequence_rrbs,42,2968,635,636,0.0742830421675706,0.136280320870321,0.173454153296851,0.2842650394713945,0.2887798166311244,0.0300863432959275,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_rrbs_kernel_3
cnn(3|3),single,hek293t,sequence_rrbs,42,1633,345,355,0.0479715448718981,0.0959349726392349,0.1171756146375701,0.2389143178196155,0.170429509067354,0.0137301246656923,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_rrbs_kernel_3
cnn(3|3),single,hela,sequence_rrbs,42,5669,1215,1217,0.0635993921228823,0.1443555395660744,0.1805178114564405,0.2572921876902374,0.2574522401317599,0.032586680253023,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_rrbs_kernel_3
cnn(3|3),single,hl60,sequence_rrbs,42,1453,311,312,0.0628116585695408,0.0863239256103929,0.1081059806816122,0.2751244839294944,0.2541963034756558,0.0116869030591331,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_rrbs_kernel_3
cnn(5|3),single,hct116,sequence_rrbs,42,2968,635,636,0.0967872123924874,0.1319639082315653,0.1713328473572958,0.3307974517400681,0.3385851066865474,0.0293549445835584,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_rrbs_kernel_5
cnn(5|3),single,hek293t,sequence_rrbs,42,1633,345,355,0.061081022028421,0.0967466364129328,0.116366061183261,0.258650846617913,0.21972716129188,0.0135410601953064,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_rrbs_kernel_5
cnn(5|3),single,hela,sequence_rrbs,42,5669,1215,1217,0.1072008840063104,0.1359234783757945,0.1762650026840531,0.3306463880318171,0.3434382918910063,0.0310693511712092,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_rrbs_kernel_5
cnn(5|3),single,hl60,sequence_rrbs,42,1453,311,312,-0.0237699365386305,0.089907605254736,0.1129893390633075,0.2158857854154103,0.1946380720355222,0.012766590741963,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_rrbs_kernel_5
cnn(7|3),single,hct116,sequence_rrbs,42,2968,635,636,0.1067285139406228,0.1334854670076883,0.1703873424316004,0.3515193455530039,0.3229919385037054,0.0290318464609034,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_rrbs_kernel_7
cnn(7|3),single,hek293t,sequence_rrbs,42,1633,345,355,0.0286624921151575,0.0972681584597473,0.1183579284285045,0.1988973595031791,0.1590728526558321,0.0140085992218869,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_rrbs_kernel_7
cnn(7|3),single,hela,sequence_rrbs,42,5669,1215,1217,0.0897638746284082,0.1361075147814276,0.1779779704443832,0.3236818818762859,0.3205775940922357,0.0316761579635017,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_rrbs_kernel_7
cnn(7|3),single,hl60,sequence_rrbs,42,1453,311,312,0.0588879049789716,0.0832520103714882,0.1083320495277343,0.2684993125422109,0.2704311242007841,0.0117358329548794,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_rrbs_kernel_7
transformer,single,hct116,sequence_rrbs,42,2968,635,636,0.1217902771977786,0.1336475829959923,0.1689447552716419,0.3548492458075533,0.3513270139930714,0.0285423303337949,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_transformer_sequence_rrbs
transformer,single,hek293t,sequence_rrbs,42,1633,345,355,0.0060144760732382,0.0995561206109926,0.1197298133397304,0.0778366120172267,0.0704818129880023,0.0143352282023666,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_transformer_sequence_rrbs
transformer,single,hela,sequence_rrbs,42,5669,1215,1217,0.0821103851911833,0.1396510392096134,0.178724645469375,0.2974486416329662,0.3132146186875046,0.0319424988981537,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_transformer_sequence_rrbs
transformer,single,hl60,sequence_rrbs,42,1453,311,312,0.1376068935286817,0.0795937900323993,0.1037024269505148,0.3987406704503994,0.4377139045990427,0.0107541933554268,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_transformer_sequence_rrbs
linear,single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.1186658988957259,0.1348256497166512,0.169245013097793,0.345798343419254,0.3232385364081294,0.0286438744584721,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_linear_sequence_ctcf_dnase
linear,single,hek293t,sequence_ctcf_dnase,42,1633,345,355,-0.0057777002142678,0.1002535668162392,0.1204379284143266,0.1322582679521145,0.106232778258948,0.0145052946007344,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_linear_sequence_ctcf_dnase
linear,single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.0735486529373494,0.1415090598318323,0.1795562491915946,0.2804635831918386,0.2893085131616772,0.032240446623754,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_linear_sequence_ctcf_dnase
linear,single,hl60,sequence_ctcf_dnase,42,1453,311,312,0.1328915329520724,0.0799490270766023,0.1039855505788499,0.3782587839103217,0.3961689391130964,0.0108129947291865,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_linear_sequence_ctcf_dnase
xgboost,single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.1511571611658079,0.1322985791159008,0.1660960246528388,0.3889288937922214,0.3715367469795991,0.0275878894054764,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_xgboost_sequence_ctcf_dnase
xgboost,single,hek293t,sequence_ctcf_dnase,42,1633,345,355,0.0458632506012794,0.0966609005881866,0.1173052872630229,0.231213733479747,0.1552291850512712,0.0137605304198603,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_xgboost_sequence_ctcf_dnase
xgboost,single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.0987772813987289,0.1394548124725608,0.1770945848808018,0.3146698683196481,0.3215174304060305,0.0313624919941035,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_xgboost_sequence_ctcf_dnase
xgboost,single,hl60,sequence_ctcf_dnase,42,1453,311,312,0.1460374853037219,0.0787841466386826,0.1031942944001199,0.3837237900684763,0.4170407733478525,0.0106490623967386,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_xgboost_sequence_ctcf_dnase
mlp,single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.1111150908660916,0.1349815977488369,0.1699684680807915,0.3341883898269526,0.319629208277048,0.028889280141731,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_mlp_sequence_ctcf_dnase
mlp,single,hek293t,sequence_ctcf_dnase,42,1633,345,355,0.0126023369114952,0.0975230147406249,0.119332385708884,0.1515308963265632,0.1444765815549946,0.0142402182789738,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_mlp_sequence_ctcf_dnase
mlp,single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.0795539088401422,0.1389345844553321,0.1789733614505335,0.2909220180057941,0.2978379459058159,0.0320314641089033,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_mlp_sequence_ctcf_dnase
mlp,single,hl60,sequence_ctcf_dnase,42,1453,311,312,0.0453948276868523,0.0842638555973863,0.1091058843337174,0.3178469260463448,0.3470005744951042,0.0119040939962425,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_mlp_sequence_ctcf_dnase
cnn(3|3),single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.0680181854063821,0.1367856985786871,0.1740400954085478,0.2782192846106868,0.2823672783973037,0.0302899548098164,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_dnase_kernel_3
cnn(3|3),single,hek293t,sequence_ctcf_dnase,42,1633,345,355,0.0493485065860529,0.0962016617853037,0.1170908457857732,0.2442608141979727,0.1689113542423844,0.0137102661668277,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_dnase_kernel_3
cnn(3|3),single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.0699838651334383,0.1415108883524653,0.1799013646626547,0.2727045384854827,0.2668880240174286,0.0323645010074854,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_dnase_kernel_3
cnn(3|3),single,hl60,sequence_ctcf_dnase,42,1453,311,312,0.078487709287336,0.0842990674711286,0.1071980408222171,0.2853396919744003,0.2790386729242117,0.0114914199561217,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_ctcf_dnase_kernel_3
cnn(5|3),single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.104595144118525,0.1363988804247277,0.1705906862333824,0.3281174501386984,0.3501121285184173,0.0291011822295763,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_dnase_kernel_5
cnn(5|3),single,hek293t,sequence_ctcf_dnase,42,1633,345,355,0.0885234686043192,0.0928322218358516,0.1146528939334141,0.3028607285909032,0.267947084525818,0.0131452860873067,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_dnase_kernel_5
cnn(5|3),single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.0775939608372582,0.1351474191787667,0.1791638082089507,0.3223770025590465,0.3401095557078279,0.0320996701719337,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_dnase_kernel_5
cnn(5|3),single,hl60,sequence_ctcf_dnase,42,1453,311,312,0.0032642664144363,0.0861929022551824,0.1114875306374978,0.2555645052839512,0.2409773844905287,0.012429469487647,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hl60_cnn_sequence_ctcf_dnase_kernel_5
cnn(7|3),single,hct116,sequence_ctcf_dnase,42,2968,635,636,0.1470877114528451,0.1323683657990944,0.1664936902843766,0.384788235169111,0.3639313633320485,0.0277201489045099,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hct116_cnn_sequence_ctcf_dnase_kernel_7
cnn(7|3),single,hek293t,sequence_ctcf_dnase,42,1633,345,355,0.0667965536219872,0.0939422505947066,0.1160113398640577,0.2848067099124731,0.192317761070326,0.0134586309770539,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hek293t_cnn_sequence_ctcf_dnase_kernel_7
cnn(7|3),single,hela,sequence_ctcf_dnase,42,5669,1215,1217,0.1051575000549199,0.1359587890954679,0.1764665996720659,0.3404978027238567,0.3456965254195889,0.0311404607998211,results/batches/ultimate_run/summary/metrics_tables/all_experiments.csv,single_hela_cnn_sequence_ctcf_dnase_kernel_7
