run_name,model,split_type,cell_line,cell_lines,environment,random_seed,sequence_kernel,input_shape_train,input_shape_valid,input_shape_test,R2
single_hct116_cnn_sequence_ctcf_dnase_kernel_5,cnn(5|3),single,hct116,['hct116'],sequence_ctcf_dnase,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0536188374698112
single_hek293t_cnn_sequence_ctcf_dnase_kernel_5,cnn(5|3),single,hek293t,['hek293t'],sequence_ctcf_dnase,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0548619920519687
single_hela_cnn_sequence_ctcf_dnase_kernel_5,cnn(5|3),single,hela,['hela'],sequence_ctcf_dnase,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1125821953643784
single_hl60_cnn_sequence_ctcf_dnase_kernel_5,cnn(5|3),single,hl60,['hl60'],sequence_ctcf_dnase,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0548159219093062
single_hct116_cnn_sequence_ctcf_dnase_kernel_7,cnn(7|3),single,hct116,['hct116'],sequence_ctcf_dnase,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0679029416624956
single_hek293t_cnn_sequence_ctcf_dnase_kernel_7,cnn(7|3),single,hek293t,['hek293t'],sequence_ctcf_dnase,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0714104847809379
single_hela_cnn_sequence_ctcf_dnase_kernel_7,cnn(7|3),single,hela,['hela'],sequence_ctcf_dnase,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1185523556924831
single_hl60_cnn_sequence_ctcf_dnase_kernel_7,cnn(7|3),single,hl60,['hl60'],sequence_ctcf_dnase,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0979354947658861
single_hct116_transformer_sequence_ctcf_dnase,transformer,single,hct116,['hct116'],sequence_ctcf_dnase,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0470583458248229
single_hek293t_transformer_sequence_ctcf_dnase,transformer,single,hek293t,['hek293t'],sequence_ctcf_dnase,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0828272802742551
single_hela_transformer_sequence_ctcf_dnase,transformer,single,hela,['hela'],sequence_ctcf_dnase,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1262334458839561
single_hl60_transformer_sequence_ctcf_dnase,transformer,single,hl60,['hl60'],sequence_ctcf_dnase,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0728656358650877
single_hct116_linear_sequence_ctcf_h3k4me3,linear,single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0914144428104409
single_hek293t_linear_sequence_ctcf_h3k4me3,linear,single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",-0.033040547724102
single_hela_linear_sequence_ctcf_h3k4me3,linear,single,hela,['hela'],sequence_ctcf_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",-89705211317300.34
single_hl60_linear_sequence_ctcf_h3k4me3,linear,single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1126812627235254
single_hct116_xgboost_sequence_ctcf_h3k4me3,xgboost,single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.1142749940385668
single_hek293t_xgboost_sequence_ctcf_h3k4me3,xgboost,single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0620872510906784
single_hela_xgboost_sequence_ctcf_h3k4me3,xgboost,single,hela,['hela'],sequence_ctcf_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1167940779776958
single_hl60_xgboost_sequence_ctcf_h3k4me3,xgboost,single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1433410736783933
single_hct116_mlp_sequence_ctcf_h3k4me3,mlp,single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0715724116647928
single_hek293t_mlp_sequence_ctcf_h3k4me3,mlp,single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0355595557884294
single_hela_mlp_sequence_ctcf_h3k4me3,mlp,single,hela,['hela'],sequence_ctcf_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1013454287273309
single_hl60_mlp_sequence_ctcf_h3k4me3,mlp,single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0668628648329672
single_hct116_cnn_sequence_ctcf_h3k4me3_kernel_3,cnn(3|3),single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0318361479309676
single_hek293t_cnn_sequence_ctcf_h3k4me3_kernel_3,cnn(3|3),single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0353481068650319
single_hela_cnn_sequence_ctcf_h3k4me3_kernel_3,cnn(3|3),single,hela,['hela'],sequence_ctcf_h3k4me3,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.070425448531362
single_hl60_cnn_sequence_ctcf_h3k4me3_kernel_3,cnn(3|3),single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0343191863013192
single_hct116_cnn_sequence_ctcf_h3k4me3_kernel_5,cnn(5|3),single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0618525693138787
single_hek293t_cnn_sequence_ctcf_h3k4me3_kernel_5,cnn(5|3),single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0266504017765748
single_hela_cnn_sequence_ctcf_h3k4me3_kernel_5,cnn(5|3),single,hela,['hela'],sequence_ctcf_h3k4me3,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1131517286759248
single_hl60_cnn_sequence_ctcf_h3k4me3_kernel_5,cnn(5|3),single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0790891377147225
single_hct116_cnn_sequence_ctcf_h3k4me3_kernel_7,cnn(7|3),single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0920386691269385
single_hek293t_cnn_sequence_ctcf_h3k4me3_kernel_7,cnn(7|3),single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0383889079515963
single_hela_cnn_sequence_ctcf_h3k4me3_kernel_7,cnn(7|3),single,hela,['hela'],sequence_ctcf_h3k4me3,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1069247580745329
single_hl60_cnn_sequence_ctcf_h3k4me3_kernel_7,cnn(7|3),single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0989243488752924
single_hct116_transformer_sequence_ctcf_h3k4me3,transformer,single,hct116,['hct116'],sequence_ctcf_h3k4me3,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0406262631496603
single_hek293t_transformer_sequence_ctcf_h3k4me3,transformer,single,hek293t,['hek293t'],sequence_ctcf_h3k4me3,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0376254856691391
single_hela_transformer_sequence_ctcf_h3k4me3,transformer,single,hela,['hela'],sequence_ctcf_h3k4me3,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1135600185027791
single_hl60_transformer_sequence_ctcf_h3k4me3,transformer,single,hl60,['hl60'],sequence_ctcf_h3k4me3,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.1084796418935946
single_hct116_linear_sequence_ctcf_rrbs,linear,single,hct116,['hct116'],sequence_ctcf_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0841293206628871
single_hek293t_linear_sequence_ctcf_rrbs,linear,single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",-0.0552073799808399
single_hela_linear_sequence_ctcf_rrbs,linear,single,hela,['hela'],sequence_ctcf_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",-17621136532.680096
single_hl60_linear_sequence_ctcf_rrbs,linear,single,hl60,['hl60'],sequence_ctcf_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0980666830084319
single_hct116_xgboost_sequence_ctcf_rrbs,xgboost,single,hct116,['hct116'],sequence_ctcf_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.1080856404763912
single_hek293t_xgboost_sequence_ctcf_rrbs,xgboost,single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0430476199003342
single_hela_xgboost_sequence_ctcf_rrbs,xgboost,single,hela,['hela'],sequence_ctcf_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1223037271138499
single_hl60_xgboost_sequence_ctcf_rrbs,xgboost,single,hl60,['hl60'],sequence_ctcf_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1422282375797201
single_hct116_mlp_sequence_ctcf_rrbs,mlp,single,hct116,['hct116'],sequence_ctcf_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0877214127909041
single_hek293t_mlp_sequence_ctcf_rrbs,mlp,single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0232917484561162
single_hela_mlp_sequence_ctcf_rrbs,mlp,single,hela,['hela'],sequence_ctcf_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.0886324095042077
single_hl60_mlp_sequence_ctcf_rrbs,mlp,single,hl60,['hl60'],sequence_ctcf_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0985370696834205
single_hct116_cnn_sequence_ctcf_rrbs_kernel_3,cnn(3|3),single,hct116,['hct116'],sequence_ctcf_rrbs,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",-0.0113525425242324
single_hek293t_cnn_sequence_ctcf_rrbs_kernel_3,cnn(3|3),single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0469311137423037
single_hela_cnn_sequence_ctcf_rrbs_kernel_3,cnn(3|3),single,hela,['hela'],sequence_ctcf_rrbs,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.0678106711892745
single_hl60_cnn_sequence_ctcf_rrbs_kernel_3,cnn(3|3),single,hl60,['hl60'],sequence_ctcf_rrbs,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0375222517444611
single_hct116_cnn_sequence_ctcf_rrbs_kernel_5,cnn(5|3),single,hct116,['hct116'],sequence_ctcf_rrbs,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0566870501449036
single_hek293t_cnn_sequence_ctcf_rrbs_kernel_5,cnn(5|3),single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.1020526825093312
single_hela_cnn_sequence_ctcf_rrbs_kernel_5,cnn(5|3),single,hela,['hela'],sequence_ctcf_rrbs,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1030709070611287
single_hl60_cnn_sequence_ctcf_rrbs_kernel_5,cnn(5|3),single,hl60,['hl60'],sequence_ctcf_rrbs,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0757071419154964
single_hct116_cnn_sequence_ctcf_rrbs_kernel_7,cnn(7|3),single,hct116,['hct116'],sequence_ctcf_rrbs,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.079983980659134
single_hek293t_cnn_sequence_ctcf_rrbs_kernel_7,cnn(7|3),single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0637629308480995
single_hela_cnn_sequence_ctcf_rrbs_kernel_7,cnn(7|3),single,hela,['hela'],sequence_ctcf_rrbs,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1179781658849472
single_hl60_cnn_sequence_ctcf_rrbs_kernel_7,cnn(7|3),single,hl60,['hl60'],sequence_ctcf_rrbs,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0905840490528474
single_hct116_transformer_sequence_ctcf_rrbs,transformer,single,hct116,['hct116'],sequence_ctcf_rrbs,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0465819433811459
single_hek293t_transformer_sequence_ctcf_rrbs,transformer,single,hek293t,['hek293t'],sequence_ctcf_rrbs,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0725061432604745
single_hela_transformer_sequence_ctcf_rrbs,transformer,single,hela,['hela'],sequence_ctcf_rrbs,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1187287266894508
single_hl60_transformer_sequence_ctcf_rrbs,transformer,single,hl60,['hl60'],sequence_ctcf_rrbs,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0933603144849726
single_hct116_linear_sequence_dnase_h3k4me3,linear,single,hct116,['hct116'],sequence_dnase_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",-84648478577.75233
single_hek293t_linear_sequence_dnase_h3k4me3,linear,single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0018025594989314
single_hela_linear_sequence_dnase_h3k4me3,linear,single,hela,['hela'],sequence_dnase_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1005804709403513
single_hl60_linear_sequence_dnase_h3k4me3,linear,single,hl60,['hl60'],sequence_dnase_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",-1.1530231594360038e+18
single_hct116_xgboost_sequence_dnase_h3k4me3,xgboost,single,hct116,['hct116'],sequence_dnase_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.1091153977272649
single_hek293t_xgboost_sequence_dnase_h3k4me3,xgboost,single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0474750150062311
single_hela_xgboost_sequence_dnase_h3k4me3,xgboost,single,hela,['hela'],sequence_dnase_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1147564787586256
single_hl60_xgboost_sequence_dnase_h3k4me3,xgboost,single,hl60,['hl60'],sequence_dnase_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1302912211817957
single_hct116_mlp_sequence_dnase_h3k4me3,mlp,single,hct116,['hct116'],sequence_dnase_h3k4me3,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0487220760979467
single_hek293t_mlp_sequence_dnase_h3k4me3,mlp,single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0167912023211633
single_hela_mlp_sequence_dnase_h3k4me3,mlp,single,hela,['hela'],sequence_dnase_h3k4me3,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1156293171126379
single_hl60_mlp_sequence_dnase_h3k4me3,mlp,single,hl60,['hl60'],sequence_dnase_h3k4me3,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0857191323804679
single_hct116_cnn_sequence_dnase_h3k4me3_kernel_3,cnn(3|3),single,hct116,['hct116'],sequence_dnase_h3k4me3,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.026136232577727
single_hek293t_cnn_sequence_dnase_h3k4me3_kernel_3,cnn(3|3),single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0016974810752875
single_hela_cnn_sequence_dnase_h3k4me3_kernel_3,cnn(3|3),single,hela,['hela'],sequence_dnase_h3k4me3,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.0669712679998888
single_hl60_cnn_sequence_dnase_h3k4me3_kernel_3,cnn(3|3),single,hl60,['hl60'],sequence_dnase_h3k4me3,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0572525238309037
single_hct116_cnn_sequence_dnase_h3k4me3_kernel_5,cnn(5|3),single,hct116,['hct116'],sequence_dnase_h3k4me3,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0651121736553675
single_hek293t_cnn_sequence_dnase_h3k4me3_kernel_5,cnn(5|3),single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0376695684998362
single_hela_cnn_sequence_dnase_h3k4me3_kernel_5,cnn(5|3),single,hela,['hela'],sequence_dnase_h3k4me3,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1040870514048255
single_hl60_cnn_sequence_dnase_h3k4me3_kernel_5,cnn(5|3),single,hl60,['hl60'],sequence_dnase_h3k4me3,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0821468317523169
single_hct116_cnn_sequence_dnase_h3k4me3_kernel_7,cnn(7|3),single,hct116,['hct116'],sequence_dnase_h3k4me3,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0841571109423043
single_hek293t_cnn_sequence_dnase_h3k4me3_kernel_7,cnn(7|3),single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0230249335078641
single_hela_cnn_sequence_dnase_h3k4me3_kernel_7,cnn(7|3),single,hela,['hela'],sequence_dnase_h3k4me3,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1052955849098968
single_hl60_cnn_sequence_dnase_h3k4me3_kernel_7,cnn(7|3),single,hl60,['hl60'],sequence_dnase_h3k4me3,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0959374659672148
single_hct116_transformer_sequence_dnase_h3k4me3,transformer,single,hct116,['hct116'],sequence_dnase_h3k4me3,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0501832529445307
single_hek293t_transformer_sequence_dnase_h3k4me3,transformer,single,hek293t,['hek293t'],sequence_dnase_h3k4me3,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0072651090713892
single_hela_transformer_sequence_dnase_h3k4me3,transformer,single,hela,['hela'],sequence_dnase_h3k4me3,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.104600645790986
single_hl60_transformer_sequence_dnase_h3k4me3,transformer,single,hl60,['hl60'],sequence_dnase_h3k4me3,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.1022784375364723
single_hct116_linear_sequence_dnase_rrbs,linear,single,hct116,['hct116'],sequence_dnase_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",-262563956696.80548
single_hek293t_linear_sequence_dnase_rrbs,linear,single,hek293t,['hek293t'],sequence_dnase_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",-0.0327604094740319
single_hela_linear_sequence_dnase_rrbs,linear,single,hela,['hela'],sequence_dnase_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1017199694316373
single_hl60_linear_sequence_dnase_rrbs,linear,single,hl60,['hl60'],sequence_dnase_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",-2.3222506631093068e+16
single_hct116_xgboost_sequence_dnase_rrbs,xgboost,single,hct116,['hct116'],sequence_dnase_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0992435608593664
single_hek293t_xgboost_sequence_dnase_rrbs,xgboost,single,hek293t,['hek293t'],sequence_dnase_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.0432553156265622
single_hela_xgboost_sequence_dnase_rrbs,xgboost,single,hela,['hela'],sequence_dnase_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.1172181731954327
single_hl60_xgboost_sequence_dnase_rrbs,xgboost,single,hl60,['hl60'],sequence_dnase_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.129281077151196
single_hct116_mlp_sequence_dnase_rrbs,mlp,single,hct116,['hct116'],sequence_dnase_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0407309624163811
single_hek293t_mlp_sequence_dnase_rrbs,mlp,single,hek293t,['hek293t'],sequence_dnase_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",0.017344801288851
single_hela_mlp_sequence_dnase_rrbs,mlp,single,hela,['hela'],sequence_dnase_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.0980768886254256
single_hl60_mlp_sequence_dnase_rrbs,mlp,single,hl60,['hl60'],sequence_dnase_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.0869462799900619
single_hct116_cnn_sequence_dnase_rrbs_kernel_3,cnn(3|3),single,hct116,['hct116'],sequence_dnase_rrbs,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0202814946523339
single_hek293t_cnn_sequence_dnase_rrbs_kernel_3,cnn(3|3),single,hek293t,['hek293t'],sequence_dnase_rrbs,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0140469506799901
single_hela_cnn_sequence_dnase_rrbs_kernel_3,cnn(3|3),single,hela,['hela'],sequence_dnase_rrbs,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.0706801445138439
single_hl60_cnn_sequence_dnase_rrbs_kernel_3,cnn(3|3),single,hl60,['hl60'],sequence_dnase_rrbs,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0284717208721908
single_hct116_cnn_sequence_dnase_rrbs_kernel_5,cnn(5|3),single,hct116,['hct116'],sequence_dnase_rrbs,42,5,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0350679013924601
single_hek293t_cnn_sequence_dnase_rrbs_kernel_5,cnn(5|3),single,hek293t,['hek293t'],sequence_dnase_rrbs,42,5,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0752735063477315
single_hela_cnn_sequence_dnase_rrbs_kernel_5,cnn(5|3),single,hela,['hela'],sequence_dnase_rrbs,42,5,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.102837063970109
single_hl60_cnn_sequence_dnase_rrbs_kernel_5,cnn(5|3),single,hl60,['hl60'],sequence_dnase_rrbs,42,5,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0502028870138695
single_hct116_cnn_sequence_dnase_rrbs_kernel_7,cnn(7|3),single,hct116,['hct116'],sequence_dnase_rrbs,42,7,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0902373384345754
single_hek293t_cnn_sequence_dnase_rrbs_kernel_7,cnn(7|3),single,hek293t,['hek293t'],sequence_dnase_rrbs,42,7,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0596845603411062
single_hela_cnn_sequence_dnase_rrbs_kernel_7,cnn(7|3),single,hela,['hela'],sequence_dnase_rrbs,42,7,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1117995176897146
single_hl60_cnn_sequence_dnase_rrbs_kernel_7,cnn(7|3),single,hl60,['hl60'],sequence_dnase_rrbs,42,7,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.0738765728174618
single_hct116_transformer_sequence_dnase_rrbs,transformer,single,hct116,['hct116'],sequence_dnase_rrbs,42,3,"[2967, 23, 8]","[635, 23, 8]","[637, 23, 8]",0.0450063003980735
single_hek293t_transformer_sequence_dnase_rrbs,transformer,single,hek293t,['hek293t'],sequence_dnase_rrbs,42,3,"[1633, 23, 8]","[349, 23, 8]","[351, 23, 8]",0.0594680147510188
single_hela_transformer_sequence_dnase_rrbs,transformer,single,hela,['hela'],sequence_dnase_rrbs,42,3,"[5670, 23, 8]","[1215, 23, 8]","[1216, 23, 8]",0.1175243296961502
single_hl60_transformer_sequence_dnase_rrbs,transformer,single,hl60,['hl60'],sequence_dnase_rrbs,42,3,"[1453, 23, 8]","[311, 23, 8]","[312, 23, 8]",0.061868196915954
single_hct116_linear_sequence_h3k4me3_rrbs,linear,single,hct116,['hct116'],sequence_h3k4me3_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.0938336405327724
single_hek293t_linear_sequence_h3k4me3_rrbs,linear,single,hek293t,['hek293t'],sequence_h3k4me3_rrbs,42,3,"[1633, 184]","[349, 184]","[351, 184]",-0.0513476134141479
single_hela_linear_sequence_h3k4me3_rrbs,linear,single,hela,['hela'],sequence_h3k4me3_rrbs,42,3,"[5670, 184]","[1215, 184]","[1216, 184]",0.0989203853381428
single_hl60_linear_sequence_h3k4me3_rrbs,linear,single,hl60,['hl60'],sequence_h3k4me3_rrbs,42,3,"[1453, 184]","[311, 184]","[312, 184]",0.1181327062312403
single_hct116_xgboost_sequence_h3k4me3_rrbs,xgboost,single,hct116,['hct116'],sequence_h3k4me3_rrbs,42,3,"[2967, 184]","[635, 184]","[637, 184]",0.1052400740368556
